Symbol,US Trading Venue,Trading Date,OTC Tier,Caveat Emptor,Security Type,Security Class,Security Name,Country of Domicile,Company Name
CBBI,OTC Link,04/01/2018,OTCQB,N,Common Stock,,CBB BANCORP INC,USA,"CBB Bancorp, Inc."
CBBLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CBLT INC,,CBLT INC.
CBBT,OTC Link,04/01/2018,OTCQB,N,Common Stock,,CEREBAIN BIOTECH CORP,USA,Cerebain Biotech Corp.
CBBWF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,COBALT PWR GRP ORD,,Cobalt Pwr Group Inc
CBCA,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,CROWN BAUS CAPITAL CORP,USA,Crown Baus Capital Corp.
CBCB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COMMERCE BANCSHARES TN,USA,Commerce Bancshares Inc
CBCFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CALBEE INC ORD,Japan,Calbee Inc.
CBCO,OTC Link,04/01/2018,OTCQX U.S. Premier,N,Common Stock,,COASTAL BANKING CO INC,USA,"Coastal Banking Company, Inc."
CBCYB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,B,CENTRAL BANCO B NON VTG,,Central Bancompany
CBCZ,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COMUNIBANC CORP,USA,Comunibanc Corp.
CBDEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,BLUENRGY GROUP LTD ORD,Australia,BlueNRGY Group Limited
CBDG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,THC FARMACEUTICALS INC,USA,"THC Farmaceuticals, Inc"
CBDS,OTC Link,04/01/2018,OTCQB,N,Common Stock,,CANNABIS SATIVA INC,USA,"Cannabis Sativa, Inc."
CBEV,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CAPITAL BEVERAGE CORP,USA,Capital Beverage Corp.
CBEX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CAMBEX CORP,USA,Cambex Corp.
CBFA,OTC Link,04/01/2018,OTCQB,N,Common Stock,,CB FINANCIAL CORP,USA,CB Financial Corp.
CBGDF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,COLUMBUS GOLD CORP,Canada,Columbus Gold Corp.
CBGH,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA YIBAI UNITED G/I HL,China,China Yibai United Guarantee International Holding Inc
CBGPY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CLOSE BROS GRP UNSP/ADR,United Kingdom,Close Brothers Group Plc
CBHC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CBC HOLDINGS CO,USA,CBC Holding Company
CBHMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,COBHAM PLC ORD,United Kingdom,Cobham Plc
CBHMY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,COBHAM PLC UNSP/ADR,United Kingdom,Cobham Plc
CBHR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CALIF BEACH RESTAURNT INC,USA,"California Beach Restaurants, Inc."
CBIA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CANOPUS BIOPHARMA INC,USA,"Canopus Biopharma, Inc."
CBIS,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CANNABIS SCIENCE INC,USA,"Cannabis Science, Inc."
CBKM,OTC Link,04/01/2018,OTCQB,N,Common Stock,,CONSUMERS BANCORP INC,USA,"Consumers Bancorp, Inc."
CBKW,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CHOICE BANCORP INC WISCON,USA,"Choice Bancorp, Inc. (Wisconsin)"
CBLNY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,MERSEN UNSP/ADR,France,Mersen
CBLRF,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,CAMPBELL RES INC,Canada,Campbell Resources Inc.
CBLUY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHINA BLUE CHEM UNSP/ADR,China,China Bluechemical Ltd.
CBMI,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CSB BANCORP INC (MICH),USA,"CSB Bancorp, Inc."
CBMJ,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CANNA CONSUMER GOODS INC,USA,"Canna Consumer Goods, Inc."
CBNC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COUNTY BANK CORP,USA,County Bank Corp.
CBNT,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CABINET GROW INC,USA,Cabinet Grow Inc.
CBOF,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CBOA FINANCIAL INC,USA,"CBOA Financial, Inc."
CBPJ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CBP CARBON INDUS INC,USA,"CBp Carbon Industries, Inc."
CBRI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CMTSU LIQUIDATION INC,USA,CMTSU Liquidation Inc.
CBSC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CB SCIENTIFIC INC,USA,CB Scientific Inc.
CBSI,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CENTRAL BNCSHS INC,USA,"Central Bancshares, Inc."
CBSU,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CENTRAL BANK CORP,USA,Central Bank Corp.
CBTH,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CITIZENS B & T HLDGS INC,USA,"Citizens B & T Holdings, Inc."
CBUMY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHINA NATL BLDGS MT U/ADR,China,China National Buildings Material
CBVHY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHINA EVERBRIGHT BANK CO,,China Everbright Bank Co Ltd.
CBWA,OTC Link,04/01/2018,OTCQX U.S. Premier,N,Common Stock,,COMMENCEMENT BK TAC WASH,USA,Commencement Bank (WA)
CBWBF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CANADIAN WSTN BK ALBERTA,Canada,"Canadian Western Bank (Edmonton, AB)"
CBWTF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,CANNABIS WHEATON INCOME,Canada,Cannabis Wheaton Income Corp.
CBYAA,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COMMUNITY BK OF THE BAY A,USA,"Community Bank of the Bay (Oakland, CA)"
CBYDF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CORBY SPIRIT AND WINE LTD,Canada,Corby Spirit and Wine Ltd.
CBYI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CAL-BAY INTL INC,USA,"Cal-Bay International, Inc."
CCAJ,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,COASTAL CAPITAL ACQSTN CP,USA,Coastal Capital Acquisition Corp.
CCAN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CANADIAN CANNABIS CORP,Canada,Canadian Cannabis Corp.
CCAQ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,COMMITTED CAP ACQ II COM,USA,Committed Capital Acquisition Corporation II
CCBC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CHINO COMML BANCORP (CA),USA,Chino Commercial Bancorp
CCBK,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,COLUMBUS COMMUNITY BANK,USA,Columbus Community Bank
CCCGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CHINA COMMUN CONS GRP NEW,China,China Communications Constructions Group Ltd.
CCCGY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHINA COMS CONST UNSP/ADR,China,China Communications Constructions Group Ltd.
CCCP,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CRONA CORP,Romania,Crona Corp.
CCEGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CARCLO ENGR PLC ORD,United Kingdom,Carclo Engineering Plc
CCEL,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CRYO-CELL INTL INC,USA,"CRYO-CELL International, Inc."
CCFC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CCSB FINANCIAL CORP,USA,CCSB Financial Corp.
CCFH,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CCF HOLDING CO,USA,CCF Holding Co.
CCFN,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CCFNB BANCORP INC,USA,"CCFNB Bancorp, Inc."
CCGDF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CHINA CINDA ASSET MGMT CO,,China Cinda Asset Management Co Ltd
CCGGY,OTC Link,04/01/2018,OTCQX International Premier,N,American Depository Receipts,,C&C GROUP PLC S/ADR,Ireland,C&C Group Plc
CCGI,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,BLINK CHARGING CO,USA,Blink Charging Co.
CCGM,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA CGAME INC,China,"China CGame, Inc."
CCGN,OTC Link,04/01/2018,OTCQB,N,Common Stock,,CONSUMER CAPITAL GRP INC,USA,Consumer Capital Group Inc.
CCGY,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA CLEAN ENERGY INC,China,"China Clean Energy, Inc."
CCHGY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,COCA COLA HBC UNSP/ADR,Switzerland,Coca-Cola HBC AG
CCHI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CAMBRIDGE CAP HLDGS INC,USA,"Cambridge Capital Holdings, Inc."
CCHZ,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,CAREER COLLEGE HLDG CO,USA,"Career College Holding Co., Inc ."
CCLAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,COCA-COLA AMATIL LTD ORD,Australia,Coca-Cola Amatil Ltd.
CCLAY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,COCA-COLA AMATIL S/ADR,Australia,Coca-Cola Amatil Ltd.
CCLX,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CABLECLIX (USA) INC,USA,"CableClix (USA), Inc."
CCMB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CAPITAL COMM BANCORP INC,USA,"Capital Commerce Bancorp, Inc."
CCMN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CALLAHAN CONSOL MINES,USA,"Callahan Consolidated Mines, Inc."
CCMS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHAMPION COMMUN SVCS INC,USA,Champion Communication Services Inc.
CCNB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COASTAL CAROLINA BANC,USA,Coastal Carolina Bancshares Inc
CCNID,OTC Link,04/01/2018,OTCQB,N,Common Stock,,COMMAND CENTER INC NEW,USA,"Command Center, Inc."
CCNTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CONCENTRIC AB ORD,,Concentric AB
CCOEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CAPCOM CO LTD,Japan,Capcom Co. Ltd
CCOEY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CAPCOM CO LTD UNSP/ADR,Japan,Capcom Co. Ltd
CCOHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CHINA ST CONSTR INTL HLDG,Hong Kong,"China State Construction International Holdings, Ltd."
CCOHY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHINA ST C/I UNSP/ADR,Hong Kong,"China State Construction International Holdings, Ltd."
CCOJY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,COCA COLA BOTTLRS JPN ADR,Japan,Coca-Cola Bottlers Japan Holdings Inc.
CCOM,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,CCOM GROUP INC,USA,"CCOM Group, Inc."
CCON,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,COCONNECT INC,USA,"CoConnect, Inc."
CCOP,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COMPETITIVE COS INC,USA,"Competitive Companies, Inc."
CCORF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CANACCORD GENUITY GRP INC,Canada,"Canaccord Genuity Group, Inc."
CCOZF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CHINA COAL ENGY CO H SHS,China,"China Coal Energy Co., Ltd."
CCOZY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHINA COAL ENGY CO ADR,China,"China Coal Energy Co., Ltd."
CCPR,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,CASEYCORP ENTERPRISES INC,USA,"CaseyCorp Enterprises, Inc."
CCRGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,INTU PROPERTIES PLC ORD,United Kingdom,Intu Properties PLC
CCRK,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,COAL CREEK COMPANY,USA,Coal Creek Co. (The)
CCSB,OTC Link/BB,04/01/2018,OTC Pink Current,N,Common Stock,,COMMUNITY SVGS BANCORP,USA,Community Svgs Bancorp Inc
CCTC,OTC Link,04/01/2018,OTCQB,N,Common Stock,,CLEAN COAL TECHS INC,USA,"Clean Coal Technologies, Inc."
CCTL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,COIN CITADEL,USA,Coin Citadel
CCTR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA CRESCENT ENTERP INC,USA,"China Crescent Enterprises, Inc."
CCVS,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CITIZENS COMMERCE BANCSHS,USA,Citizens Commerce Bancshares
CCWF,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHURCH & CRAWFORD INC NEW,Canada,"Church & Crawford, Inc."
CCYY,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CLARION CNTY CMNTY BK PA,USA,Clarion County Community Bank (PA)
CDBMF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,CORDOBA MINERALS CORP ORD,Canada,Cordoba Minerals Corp.
CDBT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA DASHENG BIOTECH CO,China,China Dasheng Biotechnology Co.
CDCH,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CERRO DORADO INC,USA,"Cerro Dorado, Inc."
CDCTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,GOLDCREST CO LTD,Japan,"GoldCrest Co., Ltd."
CDELF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CANDELARIA MINING CRP ORD,Canada,Candelaria Mining Corp.
CDEVF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CITY DEVELOPMENTS LTD ORD,Singapore,"City Developments, Ltd."
CDEVY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CITY DEVELOPMENTS S/ADR,Singapore,"City Developments, Ltd."
CDEX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CDEX INC A,USA,CDEX Inc.
CDGLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,COMFORTDELGRO CORP LTD,Singapore,"Comfortdelgro Corp., Ltd."
CDGLY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,COMFORTDELGRO UNSP/ADR,Singapore,"Comfortdelgro Corp., Ltd."
CDGXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CHINA DONGXIANG GRP ORD,China,"China Dongxiang Group Co., Ltd."
CDGXY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHINA DONGXIANG  UNSP/ADR,China,"China Dongxiang Group Co., Ltd."
CDIF,OTC Link,04/01/2018,OTCQB,N,Common Stock,,CARDIFF INTL INC,USA,"Cardiff International, Inc."
CDIIQ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CD INTERNATIONAL ENT INC,USA,"CD International Enterprises, Inc."
CDLA,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,COEUR D'ALENES CO,USA,Coeur D'Alenes Company (The)
CDMGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ICADE SA ORD,,Icade SA
CDNAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,A,CANADIAN TIRE LTD A,Canada,Canadian Tire Corp. Ltd.
CDNN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA INDUSTRIAL STL INC,USA,China Industrial Steel Inc.
CDRL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,COMMODORE INTL CORP,The Netherlands,Commodore International Corp.
CDSG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA DONGSHENG INTL INC,China,"China Dongsheng International, Inc."
CDTAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CARL DATA SOL INC ORD,Canada,"Carl Data Solutions, Inc."
CDUAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,A,CANADIAN UTILITES LTD A,Canada,Canadian Utilities Ltd.
CDVIQ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CAL DIVE INTL INC DE,USA,"Cal Dive International, Inc."
CDVM,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,CARSON DEVELOPMENT CORP,USA,Carson Development Corporation
CDWD,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,CLOUDWARD INC,USA,"Cloudward, Inc."
CDWHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CDW HOLDING LTD ORD NEW,Hong Kong,CDW Holding Limited
CDXI,OTC Link,04/01/2018,OTCQB,N,Common Stock,,CARDAX INC,USA,"Cardax, Inc."
CDYCF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CARDERO RES CORP ORD,Canada,Cardero Resource Corp.
CEAI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA ED ALLIANCE INC,China,"China Education Alliance, Inc."
CEBCF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CHINA EVERBRIGHT BANK ORD,,China Everbright Bank Co Ltd.
CEBTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CITYCHAMP WATCH & JEWELLE,China,Citychamp Watch & Jewellery Group Ltd.
CEBUF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CEBU AIR INC,Philippines,Cebu Air Inc
CEBUY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CEBU AIR INC UNSP/ADR,Philippines,Cebu Air Inc
CEFB,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CENTRAL FLA ST BK BELLEVW,USA,Central Florida State Bank (Belleview FL)
CEFC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COMML NATL FINCL CRP MICH,USA,Commercial National Financial Corp.
CEFLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CERAMIC FUEL CELLS LTD,Australia,"Ceramic Fuel Cells, Ltd."
CEGX,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,CARDINAL ENERGY GROUP,USA,"Cardinal Energy Group, Inc."
CEHD,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA ELECTRONICS HLDGS,China,"China Electronics Holdings, Inc."
CELO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CEELOX INC,USA,Ceelox Inc.
CELTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CENTAMIN PLC ORD,Jersey,Centamin PLC
CELX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CELEXPRESS INC,USA,"Celexpress, Inc."
CELZ,OTC Link,04/01/2018,OTCQB,N,Common Stock,,CREATIVE MEDICAL TECH,USA,"Creative Medical Technology Holdings, Inc."
CEOHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CNOOC LTD (HONG KONG),Hong Kong,CNOOC Ltd.
CEOPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CNPR GROUP STAPLED SECS,Australia,CNPR Group
CEOS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CECORS INC,USA,"CeCors, Inc."
CEQXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CEQUENCE ENERGY LTD NEW,Canada,Cequence Energy Ltd.
CERGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CERES GLOBAL AG CORP ORD,Canada,Ceres Global Ag Corp.
CERPQ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CEREPLAST INC NEW,USA,"Cereplast, Inc."
CERX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,COLOMBIA ENERGY RESOUR,USA,"Colombia Energy Resources, Inc."
CESDF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CES ENERGY SOLUTIONS ORD,Canada,CES Energy Solutions Corp.
CESDY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,COMPANHIA ENGR PFD S/ADR,Brazil,Companhia Energetica De Sao Paulo
CESF,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CE SOFTWARE INC,,"CE Software, Inc."
CESO,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CENTRAL SERVICE CORP,USA,Central Service Corp.
CESTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CHINESE ESTS HLDGS ORD,China,Chinese Estates Holdings Ltd.
CESTY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHINESE ESTS HLD UNSP/ADR,China,Chinese Estates Holdings Ltd.
CESX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CES SYNERGIES INC,USA,CES Synergies Inc.
CETG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CAPITAL CITY ENERGY GROUP,USA,"Capital City Energy Group, Inc."
CETH,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA ENERGY TECH CORP,China,"China Energy Technology Corp., Ltd."
CETY,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CLEAN ENERGY TECHNOLOGIES,USA,"Clean Energy Technologies, Inc."
CEVE,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CERES VENTURES INC,USA,"Ceres Ventures, Inc."
CEVIF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CHINA EVERBRIGHT IHD PAC,China,"China Everbright IHD Pacific Ltd,"
CEVIY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHINA EVERBRGHT IHD U/ADR,China,"China Everbright IHD Pacific Ltd,"
CEVMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CTS EVENTIM AG & CO KGAA,,CTS Eventim AG & Co. KGAA
CEXE,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CIRCLE ENTERTAINMENT INC,USA,Circle Entertainment Inc.
CEXPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CACHE EXPLORATION INC NEW,Canada,Cache Exploration Inc.
CFCC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CORFACTS INC,USA,"Corfacts, Inc."
CFCX,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CENTRIC FINANCIAL CORP,USA,Centric Financial Corp.
CFDB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CENTRAL FED BANCSHARES,USA,Central Federal Bancshares Inc
CFED,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CONFEDERATE MOTORS INC,USA,"Confederate Motors, Inc."
CFEGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CHINA NONFERROUS GLD ORD,United Kingdom,China Nonferrous Gold Ltd
CFGMF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,CALIFORNIA GOLD MNG ORD,Canada,California Gold Mining Inc.
CFGW,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COMMUTY FINCL GRP WASH,USA,"Community Financial Group, Inc. (WA)"
CFGX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CAPITAL FINCL GLOBAL INC,USA,"Capital Financial Global, Inc."
CFHW,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COMMUNITY FIRST BK (IN),USA,Community First Bank of Howard County (IN)
CFIC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,CORNERSTONE FINCL CRP,USA,Cornerstone Financial Corp. (NJ)
CFIGY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHALLENGER LTD UNSP/ADR,Australia,Challenger Ltd.
CFIN,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,A,CITZNS FINCL CORP KY,USA,Citizens Financial Corp.
CFNB,OTC Link,04/01/2018,OTCQX U.S. Premier,N,Common Stock,,CALIF FIRST NATL BANCORP,USA,California First National Bancorp
CFOK,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COMMUTY FIRST BNCRPTN SC,USA,Community First Bancorporation
CFPI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CALIFORNIA STYLE PALMS,USA,"California Style Palms, Inc."
CFPZF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CANFOR CORP NEW ORD,Canada,Canfor Corp.
CFRHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CIE FINANCIERE RICHMN NEW,Switzerland,Compagnie Financiere Richemont AG
CFRI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CONFORCE INTL INC,Canada,"Conforce International, Inc."
CFRUY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,COMPAGNIE FNCE RCH UN/ADR,Switzerland,Compagnie Financiere Richemont AG
CFST,OTC Link,04/01/2018,OTCQX U.S. Premier,N,Common Stock,,COMMUNITIES FIRST FINL CP,USA,Communities First Financial Corporation
CFSU,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,COMPLETE FINCL SLTNS INC,USA,"Complete Financial Solutions, Inc."
CFTN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CLIFTON MINING CO,USA,Clifton Mining Co.
CFWFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CALFRAC WELL SVCS ORD,Canada,Calfrac Well Services Ltd.
CGAAY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CABCHARGE AUSTRLA UNS/AD,Australia,Cabcharge Australia Ltd.
CGAC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CODE GREEN APPAREL CORP,USA,Code Green Apparel Corp.
CGASY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,CHINA RES GAS UNSP/ADR,China,China Resources Gas Group Ltd
CGCO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,COMMERCE GROUP CORP,USA,Commerce Group Corp.
